id,latitude,longitude,L12,L13,L14,L15,L16,L17
148551697281666,40.704817747714,-73.998110982726,89c25a3,89c25a3c,89c25a3b,89c25a3bc,89c25a3bb,89c25a3bac
1355818408136474,40.702896663499,-73.907772395768,89c25c3,89c25c24,89c25c21,89c25c20c,89c25c20d,89c25c20dc
278925767345009,40.705365116871,-74.016888443055,89c25a1,89c25a14,89c25a13,89c25a124,89c25a121,89c25a121c
517755642568313,40.702468898592,-73.910122683156,89c25c3,89c25c24,89c25c21,89c25c21c,89c25c21b,89c25c21ac
3115949038691273,40.702120789421,-73.914334074033,89c25c1,89c25c1c,89c25c1f,89c25c1f4,89c25c1f1,89c25c1f14
1338123513211462,40.700334317466,-73.93447717716,89c25c1,89c25c04,89c25c07,89c25c07c,89c25c07b,89c25c07bc
4033346550114957,40.702666996318,-74.016123623943,89c25a1,89c25a14,89c25a13,89c25a12c,89c25a12f,89c25a12f4
174232351265595,40.704676669015,-73.916824761963,89c25c1,89c25c1c,89c25c1f,89c25c1e4,89c25c1e5,89c25c1e44
141468951219550,40.701929532674,-73.948140130327,89c25bf,89c25be4,89c25be5,89c25be54,89c25be55,89c25be54c
236018634954662,40.701609172966,-73.990638864132,89c25a3,89c25a34,89c25a37,89c25a36c,89c25a36d,89c25a36cc
416618969577019,40.702469240224,-74.016748102915,89c25a1,89c25a14,89c25a13,89c25a12c,89c25a12f,89c25a12f4
457893878634262,40.702946240284,-73.957135484345,89c25bf,89c25be4,89c25be7,89c25be7c,89c25be7d,89c25be7cc
1451523605179808,40.703657041609,-73.909082083626,89c25c3,89c25c24,89c25c21,89c25c20c,89c25c20f,89c25c20f4
371918474201293,40.704156740324,-74.000192912526,89c25a3,89c25a3c,89c25a3b,89c25a3bc,89c25a3bf,89c25a3bf4
935713227239065,40.704810408354,-74.003314939147,89c25a3,89c25a3c,89c25a3d,89c25a3c4,89c25a3c3,89c25a3c34
957714398301503,40.700771590103,-73.929884359612,89c25c1,89c25c04,89c25c05,89c25c044,89c25c043,89c25c042c
758719038124310,40.705155497571,-73.921930490032,89c25c1,89c25c1c,89c25c1d,89c25c1d4,89c25c1d1,89c25c1d0c
524855871982946,40.703401228521,-73.93375107837,89c25c1,89c25c04,89c25c07,89c25c074,89c25c073,89c25c072c
1754058258099636,40.700864840476,-73.98591779947,89c25a3,89c25a34,89c25a35,89c25a34c,89c25a349,89c25a3484
1258246327905450,40.700437480773,-73.941512041092,89c25bf,89c25bfc,89c25bf9,89c25bf9c,89c25bf9f,89c25bf9f4
328317885344977,40.700409516584,-73.938062290226,89c25bf,89c25bfc,89c25bf9,89c25bf84,89c25bf83,89c25bf83c
288938536274113,40.705873523737,-73.94473410998,89c25bf,89c25bfc,89c25bfd,89c25bfc4,89c25bfc7,89c25bfc64
821683688446114,40.824060310372,-74.008694171373,89c2f79,89c2f794,89c2f797,89c2f7964,89c2f7967,89c2f7966c
1091073831387512,40.754954430443,-73.922216159274,89c25f3,89c25f24,89c25f25,89c25f254,89c25f251,89c25f2514
2859995900995951,40.706366032757,-73.997012469577,89c25a3,89c25a3c,89c25a3b,89c25a3ac,89c25a3af,89c25a3ae4
472192317325142,40.772754067754,-73.913141199995,89c25f5,89c25f44,89c25f43,89c25f42c,89c25f429,89c25f4284
486723175874172,40.780425527092,-73.957712913025,89c258b,89c258bc,89c258bd,89c258bd4,89c258bd3,89c258bd3c
457876925312254,40.825147506609,-73.934387476802,89c2f5d,89c2f5d4,89c2f5d5,89c2f5d54,89c2f5d51,89c2f5d50c
1279724172422017,40.710574130184,-74.013394303398,89c25a1,89c25a1c,89c25a1b,89c25a1a4,89c25a1a1,89c25a1a0c
1278162075931313,40.78077147911,-73.985895954173,89c2587,89c25864,89c25863,89c258624,89c258623,89c258622c
1135872383552579,40.767400729498,-73.935651932906,89c25f3,89c25f34,89c25f35,89c25f354,89c25f355,89c25f354c
974251873393110,40.713891971258,-73.99214494948,89c25a3,89c25a2c,89c25a29,89c25a28c,89c25a28f,89c25a28fc
3953980448027224,40.767945619173,-73.988016235402,89c2585,89c2585c,89c25859,89c25859c,89c258599,89c258599c
1056707938189402,40.81683898954,-73.920654392325,89c2f5d,89c2f5cc,89c2f5cf,89c2f5cf4,89c2f5cf1,89c2f5cf0c
189544599698345,40.734015323239,-73.92115420472,89c25ed,89c25ec4,89c25ec5,89c25ec4c,89c25ec4f,89c25ec4fc
959661568126808,40.714840148239,-73.940552087889,89c2595,89c25954,89c25953,89c25953c,89c25953f,89c25953f4
164950325548967,40.728069274746,-73.985017947031,89c2599,89c2599c,89c2599d,89c2599d4,89c2599d1,89c2599d0c
1933294970160430,40.74386675095,-73.925943075611,89c25ed,89c25ed4,89c25ed7,89c25ed74,89c25ed71,89c25ed714
4134039710013022,40.747043253126,-73.921967729355,89c25f3,89c25f24,89c25f27,89c25f27c,89c25f279,89c25f279c
231750038289049,40.818709146901,-73.927335656781,89c2f5d,89c2f5d4,89c2f5d1,89c2f5d0c,89c2f5d0f,89c2f5d0fc
1054069355117020,40.813629445101,-73.923058571687,89c2f5d,89c2f5c4,89c2f5c5,89c2f5c54,89c2f5c53,89c2f5c524
958857251586143,40.75464868321,-73.943596946348,89c258d,89c258d4,89c258d1,89c258d14,89c258d13,89c258d134
304032561303366,40.813117816331,-73.960261737565,89c2f65,89c2f644,89c2f641,89c2f6404,89c2f6403,89c2f64034
790866005187055,40.755862068833,-73.935835098337,89c25f3,89c25f2c,89c25f2d,89c25f2d4,89c25f2d3,89c25f2d2c
481486506466150,40.778851742566,-73.984217434199,89c2587,89c25864,89c25861,89c25861c,89c25861f,89c25861ec
1189971141462043,40.781466593938,-74.011311990174,89c2581,89c25814,89c25815,89c258144,89c258143,89c2581434
522626592102831,40.782914873067,-73.951898728184,89c258b,89c258a4,89c258a5,89c258a44,89c258a45,89c258a45c
2368614889949939,40.752705999274,-74.004390160198,89c259b,89c259b4,89c259b7,89c259b64,89c259b67,89c259b674
171120248220635,40.708412099813,-74.004971993924,89c25a3,89c25a3c,89c25a3d,89c25a3d4,89c25a3d3,89c25a3d34
461353991632541,40.829732958812,-73.993429366357,89c2f7b,89c2f7ac,89c2f7af,89c2f7af4,89c2f7af5,89c2f7af44
330183975365837,40.749301589626,-73.946841911606,89c2593,89c2592c,89c25929,89c259284,89c259281,89c2592814
1232710380628403,40.7631092606344,-73.98174178367657,89c258f,89c258fc,89c258f9,89c258f84,89c258f87,89c258f86c
143536527702515,40.746067287287,-73.94128515349,89c2593,89c2592c,89c2592b,89c2592bc,89c2592bd,89c2592bdc
466442994661486,40.770461083642,-73.991381427122,89c2585,89c2585c,89c2585b,89c2585bc,89c2585b9,89c2585b9c
765719257669693,40.805790927646,-73.926974387355,89c2f5f,89c2f5e4,89c2f5e7,89c2f5e7c,89c2f5e79,89c2f5e784
532491051458337,40.7969251896,-73.940800227144,89c2f61,89c2f604,89c2f607,89c2f6064,89c2f6067,89c2f6066c
694092228020438,40.717483881229,-74.00342132582,89c25a3,89c25a24,89c25a21,89c25a20c,89c25a209,89c25a208c
1646681672200104,40.76462984294,-73.930636602132,89c25f3,89c25f34,89c25f35,89c25f344,89c25f343,89c25f342c
300994905012505,40.762037562645,-73.961842538786,89c258f,89c258ec,89c258e9,89c258e84,89c258e87,89c258e87c
1745950268921200,40.762761081596,-73.98319895183,89c2585,89c25854,89c25857,89c25857c,89c25857d,89c25857d4
512095579923825,40.818138057739,-73.952814735847,89c2f67,89c2f66c,89c2f66f,89c2f66f4,89c2f66f3,89c2f66f3c
300738338304580,40.719249870665,-73.911019679034,89c25e9,89c25e94,89c25e97,89c25e964,89c25e961,89c25e9614
223427086252730,40.765504237445,-73.987492793704,89c2585,89c25854,89c25857,89c258574,89c258575,89c258575c
192602752679040,40.737571238713,-73.982264754066,89c2591,89c2590c,89c2590b,89c2590ac,89c2590a9,89c2590a8c
267718591716574,40.72309890624,-73.960242432585,89c2597,89c2596c,89c25969,89c259684,89c259681,89c2596814
882378082343656,40.806823168511,-73.961087941688,89c2f63,89c2f63c,89c2f63f,89c2f63e4,89c2f63e7,89c2f63e74
286890876350063,40.73903526,-74.00291416,89c259b,89c259bc,89c259bf,89c259be4,89c259be3,89c259be34
4371387902905312,40.776713782885,-74.002700332912,89c2585,89c25844,89c25841,89c25841c,89c25841d,89c25841c4
231789022081189,40.816796710179,-73.962954089954,89c2f65,89c2f644,89c2f643,89c2f643c,89c2f643d,89c2f643d4
165777468881780,40.712563712856,-73.942361997539,89c2595,89c25954,89c25957,89c25956c,89c259569,89c2595684
2938169209759756,40.765360615171,-73.920555227892,89c25f3,89c25f3c,89c25f39,89c25f38c,89c25f389,89c25f3884
831692807429727,40.706557351206,-73.919345515144,89c25eb,89c25ea4,89c25ea7,89c25ea74,89c25ea75,89c25ea75c
510748733386218,40.814343170729,-73.9835526038,89c2f7d,89c2f7cc,89c2f7cb,89c2f7cac,89c2f7cab,89c2f7caac
298451758412740,40.771671755032,-73.924030950525,89c25f5,89c25f44,89c25f45,89c25f45c,89c25f45f,89c25f45fc
177703194216025,40.780591064394,-73.927319090851,89c25f5,89c25f54,89c25f51,89c25f514,89c25f513,89c25f5124
611258736499085,40.779974536715,-73.922771925144,89c25f5,89c25f5c,89c25f5b,89c25f5a4,89c25f5a1,89c25f5a14
1654465161419148,40.808791451651,-73.989656316335,89c2f7d,89c2f7cc,89c2f7cf,89c2f7cec,89c2f7ce9,89c2f7ce94
464231014642289,40.796767126595,-73.917872440089,89c2f5f,89c2f5ec,89c2f5ed,89c2f5edc,89c2f5edd,89c2f5eddc
969176243887554,40.709409038817,-73.924214900796,89c25eb,89c25ea4,89c25ea7,89c25ea7c,89c25ea7d,89c25ea7d4
534619920864024,40.770592003345,-73.983770998007,89c2585,89c2585c,89c2585f,89c2585f4,89c2585f5,89c2585f4c
2957922781143573,40.730366714509,-73.92565920283,89c25ed,89c25ecc,89c25ec9,89c25ec8c,89c25ec89,89c25ec894
491039775547528,40.784920760239,-73.948762050934,89c258b,89c258a4,89c258a7,89c258a64,89c258a61,89c258a60c
173350807902065,40.759248510899,-73.943928819201,89c258d,89c258d4,89c258d1,89c258d1c,89c258d1d,89c258d1dc
510013763742192,40.759044649111,-73.93755760323,89c258d,89c258cc,89c258cd,89c258cd4,89c258cd7,89c258cd64
501631787538807,40.766236193231,-73.973599132928,89c258f,89c258f4,89c258f1,89c258f1c,89c258f1b,89c258f1ac
920127618834715,40.739906551156,-73.908062249535,89c25ef,89c25ee4,89c25ee1,89c25ee14,89c25ee13,89c25ee134
1442935356063137,40.807780472188,-73.934366780098,89c2f5d,89c2f5dc,89c2f5df,89c2f5dfc,89c2f5dfd,89c2f5dfdc
493316941822844,40.744537671011,-74.007962450094,89c259d,89c259c4,89c259c7,89c259c74,89c259c75,89c259c744
1423716587976938,40.8053720665,-73.919967982426,89c2f5f,89c2f5ec,89c2f5e9,89c2f5e9c,89c2f5e9d,89c2f5e9dc
848622842388496,40.746707110522,-74.005623768567,89c259b,89c259bc,89c259b9,89c259b84,89c259b87,89c259b86c
857632898428824,40.731793480916,-73.98356163178,89c2599,89c2599c,89c2599f,89c2599e4,89c2599e3,89c2599e24
167712938599772,40.810169553579,-73.921382318356,89c2f5d,89c2f5c4,89c2f5c3,89c2f5c34,89c2f5c37,89c2f5c37c
585441695751778,40.770693458902,-73.902932622031,89c25f7,89c25f6c,89c25f6f,89c25f6e4,89c25f6e5,89c25f6e54
499979124380500,40.753766663295,-73.916837417723,89c25f3,89c25f24,89c25f23,89c25f234,89c25f231,89c25f2314
306344830935665,40.71513817791,-73.913123795974,89c25eb,89c25ea4,89c25ea3,89c25ea2c,89c25ea2b,89c25ea2ac
299481241769982,40.756297181159,-73.967474122458,89c258f,89c258e4,89c258e3,89c258e3c,89c258e3b,89c258e3bc
387902929291970,40.815441878714,-73.920046814887,89c2f5d,89c2f5cc,89c2f5cf,89c2f5cf4,89c2f5cf7,89c2f5cf64
144415144370860,40.807987703358,-73.990213038042,89c2f7d,89c2f7cc,89c2f7cf,89c2f7cec,89c2f7ce9,89c2f7ce8c
803444033891234,40.745702766124,-73.965141512259,89c2591,89c2591c,89c25919,89c259194,89c259197,89c259197c
532757904549952,40.767860687563,-73.993265258441,89c2585,89c2585c,89c2585b,89c2585ac,89c2585af,89c2585aec
1510649319105775,40.833938623673,-73.948188256349,89c2f69,89c2f68c,89c2f689,89c2f688c,89c2f688b,89c2f688ac
809492263004577,40.771683710252,-73.944747611424,89c258b,89c258b4,89c258b7,89c258b64,89c258b65,89c258b654
2582495802053507,40.762478367005,-73.93446844184,89c25f3,89c25f34,89c25f33,89c25f334,89c25f337,89c25f3364
796737564611665,40.79545665914,-73.908274895935,89c2f59,89c2f594,89c2f593,89c2f5924,89c2f5925,89c2f59244
3770312493079421,40.756100812408,-73.975409058883,89c258f,89c258fc,89c258fd,89c258fdc,89c258fdb,89c258fdb4
1201766513598378,40.778953174157,-73.962288951171,89c2589,89c25894,89c25897,89c258964,89c258965,89c2589654
3016487265344336,40.727658126322,-73.999322846265,89c2599,89c2598c,89c2598f,89c2598e4,89c2598e1,89c2598e1c
490674078941993,40.772797682138,-73.900972049597,89c25f7,89c25f6c,89c25f6f,89c25f6fc,89c25f6ff,89c25f6ffc
228793198582781,40.76954957913,-73.989551847411,89c2585,89c2585c,89c2585b,89c2585bc,89c2585bd,89c2585bdc
4243467259018548,40.712055160965,-73.976471944232,89c25bd,89c25bd4,89c25bd7,89c25bd6c,89c25bd69,89c25bd684
4154917837892657,40.733546587217,-73.987669187977,89c2599,89c2599c,89c2599f,89c2599f4,89c2599f3,89c2599f24
845548542972046,40.758675904473,-73.963495453675,89c258f,89c258e4,89c258e7,89c258e6c,89c258e6f,89c258e6ec
4021292234627887,40.770630280765,-73.920520672973,89c25f5,89c25f44,89c25f47,89c25f46c,89c25f469,89c25f469c
180677433958019,40.804896726204,-73.954288055753,89c2f61,89c2f614,89c2f617,89c2f616c,89c2f616b,89c2f616ac
133815688778080,40.752739758576,-73.916630443584,89c25f3,89c25f24,89c25f23,89c25f23c,89c25f23b,89c25f23a4
203754964900823,40.763750881285,-73.971772918705,89c258f,89c258f4,89c258f1,89c258f04,89c258f01,89c258f004
479283463156306,40.764411639167,-73.952566937173,89c258d,89c258c4,89c258c5,89c258c44,89c258c41,89c258c414
4697078176985843,40.80407951933,-73.993395779181,89c2f7d,89c2f7d4,89c2f7d1,89c2f7d04,89c2f7d07,89c2f7d064
483977939318980,40.719692859371,-73.978311163732,89c2597,89c2597c,89c2597f,89c2597ec,89c2597eb,89c2597eb4
318780722939558,40.708895624223,-73.946760260077,89c25bf,89c25bfc,89c25bfd,89c25bfd4,89c25bfd3,89c25bfd3c
808212919805266,40.764764213249,-73.951729905267,89c258d,89c258c4,89c258c5,89c258c44,89c258c43,89c258c43c
454855882273326,40.788255911785,-73.962898120104,89c2589,89c2589c,89c2589f,89c2589ec,89c2589ef,89c2589ee4
147125507394656,40.831543224675,-73.948960575648,89c2f69,89c2f68c,89c2f689,89c2f6884,89c2f6887,89c2f68864
3290185674598659,40.787040020314,-73.949804927886,89c258b,89c258a4,89c258a7,89c258a64,89c258a65,89c258a64c
2590889154551162,40.752871045183,-73.994952193365,89c259b,89c259b4,89c259b3,89c259b24,89c259b21,89c259b20c
372287657542269,40.784551625978,-73.945709474293,89c258b,89c258ac,89c258a9,89c258a8c,89c258a8d,89c258a8cc
808662699782992,40.782124108609,-74.007580682306,89c2581,89c25814,89c25815,89c25814c,89c25814b,89c25814bc
4003008276415088,40.747172720814,-73.902722339193,89c25f1,89c25f1c,89c25f1d,89c25f1cc,89c25f1cf,89c25f1cec
334631958004910,40.768662827829,-73.935789409045,89c25f5,89c25f4c,89c25f4b,89c25f4ac,89c25f4ab,89c25f4aac
1656421711224292,40.727816691526,-73.994823244392,89c2599,89c25994,89c25991,89c259904,89c259901,89c259900c
186585756645788,40.803105958544,-73.915397772271,89c2f5f,89c2f5ec,89c2f5eb,89c2f5eac,89c2f5eaf,89c2f5eaf4
192230679417155,40.725935150657,-74.019558207047,89c259f,89c259fc,89c259fb,89c259fa4,89c259fa1,89c259fa1c
764974874169844,40.721944681866,-73.995420259097,89c2599,89c2598c,89c25989,89c25988c,89c25988b,89c25988ac
988936698581012,40.769579535769,-73.992013253686,89c2585,89c2585c,89c2585b,89c2585b4,89c2585b1,89c2585b0c
2959412551047013,40.752891002676,-73.989653782366,89c259b,89c259ac,89c259ad,89c259ac4,89c259ac7,89c259ac6c
382177279625677,40.7345346,-73.92190435,89c25ed,89c25ec4,89c25ec5,89c25ec54,89c25ec51,89c25ec504
377196543630102,40.716988808647,-73.946503708295,89c2595,89c25954,89c25951,89c25950c,89c259509,89c2595094
782792622437471,40.810753571206,-73.936998349146,89c2f67,89c2f674,89c2f675,89c2f675c,89c2f6759,89c2f6759c
316461806688615,40.755874045194,-73.961005373643,89c258f,89c258e4,89c258e1,89c258e0c,89c258e0d,89c258e0c4
1732074893642486,40.749594062428,-73.983974513831,89c259b,89c259ac,89c259a9,89c259a9c,89c259a9f,89c259a9ec
494530398412022,40.83568959268,-73.934960417882,89c2f43,89c2f42c,89c2f429,89c2f4284,89c2f4283,89c2f4283c
837668690440600,40.761551918029,-73.92355980038,89c25f3,89c25f3c,89c25f39,89c25f39c,89c25f39f,89c25f39fc
330532185122821,40.78457628345,-73.95009605238,89c258b,89c258a4,89c258a5,89c258a5c,89c258a5d,89c258a5d4
499146191286734,40.716025271515,-73.911780634552,89c25e9,89c25e94,89c25e97,89c25e97c,89c25e97f,89c25e97e4
330322001945735,40.828991935627,-73.921710528882,89c2f43,89c2f434,89c2f433,89c2f4324,89c2f4325,89c2f4324c
756589441712088,40.748305036134,-73.958459367891,89c2593,89c25924,89c25921,89c25921c,89c25921d,89c25921c4
3871510859628167,40.762284595336,-73.995824144086,89c2585,89c2584c,89c2584f,89c2584e4,89c2584e1,89c2584e0c
2926815107443370,40.7114678823,-73.947260932586,89c2595,89c25954,89c25957,89c25957c,89c25957f,89c25957f4
263821665484189,40.753286560209,-73.971552881855,89c2591,89c25904,89c25903,89c25902c,89c25902b,89c25902ac
753791681923608,40.729464346619,-73.987085724604,89c2599,89c2599c,89c2599d,89c2599c4,89c2599c5,89c2599c44
471876270561314,40.728912103052,-74.005301527357,89c2599,89c25994,89c25993,89c25992c,89c25992b,89c25992a4
279109300538364,40.735759001445,-73.925904004875,89c25ed,89c25ecc,89c25ecf,89c25ecfc,89c25ecfb,89c25ecfbc
803119173653712,40.742957659164,-73.974454225836,89c2591,89c2590c,89c2590f,89c2590f4,89c2590f7,89c2590f74
471160084153767,40.740427533739,-73.9525330384,89c2593,89c2593c,89c2593b,89c2593b4,89c2593b5,89c2593b4c
289191876086453,40.7787310407,-73.904783087932,89c25f7,89c25f64,89c25f63,89c25f63c,89c25f639,89c25f638c
961944901210886,40.709055581143,-73.94522671238,89c25bf,89c25bfc,89c25bfd,89c25bfd4,89c25bfd7,89c25bfd74
1380332529032931,40.772196589415,-73.949824390834,89c258b,89c258bc,89c258b9,89c258b84,89c258b85,89c258b84c
834059057204395,40.824071045828,-73.927060513417,89c2f5d,89c2f5d4,89c2f5d3,89c2f5d2c,89c2f5d2f,89c2f5d2fc
2648539335438286,40.718896524146,-73.97158738028,89c2597,89c2597c,89c2597b,89c2597b4,89c2597b5,89c2597b54
140702621306965,40.747680631339,-73.920675789967,89c25f3,89c25f24,89c25f27,89c25f274,89c25f271,89c25f270c
498635488250818,40.746599150645,-73.941950154958,89c2593,89c2592c,89c25929,89c259294,89c259297,89c259297c
3016056951961289,40.782584948155,-73.947096011385,89c258b,89c258ac,89c258af,89c258af4,89c258af7,89c258af7c
1336804400055028,40.781944078445,-74.006165418154,89c2587,89c2586c,89c2586b,89c2586b4,89c2586b5,89c2586b4c
190114559609110,40.721365736837,-73.961815118219,89c2597,89c25964,89c25967,89c25967c,89c25967d,89c25967cc
472740417276473,40.828882296288,-73.972286215541,89c2f65,89c2f654,89c2f657,89c2f6574,89c2f6577,89c2f6576c
2921115401478436,40.772795311446,-73.969352108749,89c258f,89c258ec,89c258ed,89c258ed4,89c258ed3,89c258ed34
216955810235937,40.736619910672,-73.983824708547,89c259b,89c259a4,89c259a1,89c259a04,89c259a01,89c259a014
193672015917992,40.729612868339,-73.991682380984,89c2599,89c2599c,89c2599b,89c2599bc,89c2599bb,89c2599bac
274176241078653,40.833232831973,-73.935639755413,89c2f43,89c2f42c,89c2f429,89c2f429c,89c2f429f,89c2f429e4
579570296347571,40.755402069978,-73.953784095593,89c258d,89c258dc,89c258df,89c258dec,89c258deb,89c258deac
388908128889997,40.768179687847,-73.989247830025,89c2585,89c2585c,89c2585b,89c2585a4,89c2585a3,89c2585a2c
1141814289625623,40.744473335841,-73.906928269911,89c25f1,89c25f1c,89c25f1f,89c25f1e4,89c25f1e1,89c25f1e04
470300404243980,40.787634266676,-73.97721532179,89c2589,89c25884,89c25887,89c25886c,89c25886b,89c25886a4
5463435417061344,40.717372722049,-73.969936402306,89c2597,89c25964,89c25963,89c259634,89c259633,89c259633c
781167909254626,40.731937534596,-73.969081181445,89c2597,89c2596c,89c2596d,89c2596d4,89c2596d1,89c2596d14
903701253510672,40.766660489329,-74.018913781668,89c2583,89c2582c,89c2582f,89c2582e4,89c2582e3,89c2582e24
472091710714397,40.80501680119,-73.938939449245,89c2f61,89c2f60c,89c2f60b,89c2f60bc,89c2f60bb,89c2f60bac
814440652536970,40.822158822225,-73.927988611909,89c2f5d,89c2f5d4,89c2f5d3,89c2f5d3c,89c2f5d3d,89c2f5d3c4
461780091786385,40.788454871985,-74.000690361812,89c2587,89c25874,89c25873,89c258724,89c258721,89c258721c
487335915820409,40.815819454552,-73.9892620972,89c2f7b,89c2f7b4,89c2f7b7,89c2f7b64,89c2f7b61,89c2f7b604
515377439618515,40.74417484308,-73.968831449253,89c2591,89c2591c,89c2591b,89c2591ac,89c2591a9,89c2591a8c
1437359356627511,40.750003331987,-73.973110091686,89c2591,89c25904,89c25903,89c259034,89c259031,89c2590314
554047018917813,40.776421391415,-73.942499994097,89c258b,89c258b4,89c258b1,89c258b14,89c258b17,89c258b17c
3968219039894381,40.780587180927,-73.919766178511,89c25f5,89c25f5c,89c25f5b,89c25f5bc,89c25f5bf,89c25f5be4
2816923511953022,40.748062467089,-73.925267783015,89c25f3,89c25f2c,89c25f29,89c25f284,89c25f281,89c25f2814
893287178068456,40.787957422652,-73.995052436154,89c2587,89c25874,89c25871,89c258704,89c258707,89c2587074
1265771677152806,40.74485948,-73.99125352,89c259b,89c259a4,89c259a5,89c259a5c,89c259a5b,89c259a5a4
495191404861336,40.714367015638,-73.94264845,89c2595,89c25954,89c25957,89c25956c,89c25956b,89c25956b4
4024363724276416,40.739331412147,-73.941464673342,89c2593,89c2592c,89c2592d,89c2592dc,89c2592df,89c2592dfc
339447144195455,40.774962942616,-73.959066059668,89c258b,89c258bc,89c258bf,89c258be4,89c258be3,89c258be24
1118093695339952,40.799034339196,-73.945515623713,89c2f61,89c2f604,89c2f605,89c2f6054,89c2f6057,89c2f6057c
1597557200443147,40.743327269174,-73.938382936484,89c2593,89c2592c,89c2592d,89c2592cc,89c2592c9,89c2592c84
478618510134413,40.83426535057,-73.948709188911,89c2f69,89c2f68c,89c2f68f,89c2f68f4,89c2f68f5,89c2f68f4c
145237770890859,40.748951509815,-73.984190673139,89c259b,89c259ac,89c259a9,89c259a9c,89c259a9d,89c259a9c4
293188642452247,40.724499408026,-73.957808383875,89c2595,89c25944,89c25943,89c259424,89c259425,89c259425c
529858361506000,40.832651725345,-74.010283201249,89c2f79,89c2f79c,89c2f799,89c2f7994,89c2f7993,89c2f79934
296715562007542,40.77245936123,-73.900510574608,89c25f7,89c25f74,89c25f71,89c25f704,89c25f701,89c25f7004
495104828581264,40.762810600491,-74.011827394047,89c2583,89c25834,89c25835,89c258344,89c258347,89c2583474
481737232885743,40.807483178366,-73.91343972874,89c2f5d,89c2f5c4,89c2f5c1,89c2f5c0c,89c2f5c09,89c2f5c08c
245402900676212,40.718519953745,-73.977540951833,89c2597,89c2597c,89c2597f,89c2597ec,89c2597eb,89c2597ea4
552797365886980,40.735602051919,-73.969192376518,89c2591,89c25914,89c25913,89c25912c,89c25912f,89c25912f4
516353896057298,40.746966852273,-73.940110321063,89c2593,89c2592c,89c2592b,89c2592a4,89c2592a5,89c2592a4c
486565525915955,40.828405563967,-73.934677414865,89c2f43,89c2f42c,89c2f42b,89c2f42ac,89c2f42ab,89c2f42abc
279298303918635,40.709121647217,-73.996331666775,89c25a3,89c25a24,89c25a25,89c25a254,89c25a251,89c25a2514
1421621378180720,40.756406432223,-73.98791362074,89c2585,89c25854,89c25855,89c25854c,89c25854b,89c25854b4
155550449861333,40.802871218585,-74.014134694297,89c2f7f,89c2f7e4,89c2f7e3,89c2f7e3c,89c2f7e39,89c2f7e394
241467404389250,40.728853739255,-73.995007406597,89c2599,89c25994,89c25991,89c259904,89c259907,89c2599074
218415900046133,40.813516512263,-73.922550786487,89c2f5d,89c2f5c4,89c2f5c5,89c2f5c54,89c2f5c51,89c2f5c51c
3146163612278587,40.75684890115,-73.954636955243,89c258d,89c258dc,89c258dd,89c258dc4,89c258dc1,89c258dc14
